ProductID,Brand,Category,Subcategory,ProductLine,ProductLineType,ProductName,Description,Gender,Material,Season,Color,PrimaryPurpose,WeatherProfile,Terrain,Waterproofing,Insulation,SizeCurve,PriceUSD,Rating
PRD-76FEBFC9,NorthPeak,Outerwear,Bombers/Softshell,Highline Ridge,Outerwear,Highline Ridge SierraFlex Bombers/Softshell,Highline Ridge SierraFlex Bombers/Softshell engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Nylon and weather resistant protection; insulation: none.,Men,Nylon,All-season,Teal,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Weather Resistant,None,"S,M,L,XL,XXL",164,4.4
PRD-82D5011B,AlpineCo,Outerwear,Bombers/Softshell,Highline Ridge,Outerwear,Highline Ridge AtlasThermo Bombers/Softshell,Highline Ridge AtlasThermo Bombers/Softshell engineered for casual/urban on city/commute in any conditions. Built with Softshell and weather resistant protection; insulation: none.,Men,Softshell,All-season,Sand,Casual/Urban,Any,City/Commute,Weather Resistant,None,"S,M,L,XL,XXL",157,4.3
PRD-A1B4299A,TrailForge,Outerwear,Bombers/Softshell,Highline Ridge,Outerwear,Highline Ridge CascadeCore Bombers/Softshell,Highline Ridge CascadeCore Bombers/Softshell engineered for travel on airport/city in variable conditions. Built with Polyester and weather resistant protection; insulation: none.,Unisex,Polyester,All-season,Moss,Travel,Variable,Airport/City,Weather Resistant,None,"XS,S,M,L,XL,XXL",133,4.7
PRD-7121A5EE,NorthPeak,Outerwear,Lightweight Jackets,Highline Ridge,Outerwear,Highline Ridge AuroraX Lightweight Jacket,Highline Ridge AuroraX Lightweight Jacket engineered for summer hiking on dry trails in warm/dry conditions. Built with Polyester and none/dwr protection; insulation: none.,Unisex,Polyester,All-season,Charcoal,Summer Hiking,Warm/Dry,Dry Trails,None/DWR,None,"XS,S,M,L,XL,XXL",136,4.7
PRD-65A6CDD6,AlpineCo,Outerwear,Bombers/Softshell,Highline Ridge,Outerwear,Highline Ridge AtlasGrid Bombers/Softshell,Highline Ridge AtlasGrid Bombers/Softshell engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Polyester and weather resistant protection; insulation: none.,Women,Polyester,All-season,Taupe,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Weather Resistant,None,"XS,S,M,L,XL",190,4.9
PRD-5842349E,TrailForge,Outerwear,Lightweight Jackets,Highline Ridge,Outerwear,Highline Ridge RidgePro Lightweight Jacket,Highline Ridge RidgePro Lightweight Jacket engineered for summer hiking on dry trails in warm/dry conditions. Built with Polyester and none/dwr protection; insulation: none.,Men,Polyester,All-season,Cobalt,Summer Hiking,Warm/Dry,Dry Trails,None/DWR,None,"S,M,L,XL,XXL",190,4.7
PRD-7AF5E802,NorthPeak,Outerwear,Vests,Crestview,Outerwear,Crestview StormShield Vest,Crestview StormShield Vest engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Down/Nylon and weather resistant protection; insulation: insulated.,Men,Down/Nylon,All-season,Sky,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Weather Resistant,Insulated,"S,M,L,XL,XXL",115,4.4
PRD-2ECD29FC,AlpineCo,Outerwear,Vests,Crestview,Outerwear,Crestview StormPro Vest,Crestview StormPro Vest engineered for backpacking on mixed trails in variable conditions. Built with Synthetic/Nylon and weather resistant protection; insulation: insulated.,Men,Synthetic/Nylon,All-season,Olive,Backpacking,Variable,Mixed Trails,Weather Resistant,Insulated,"S,M,L,XL,XXL",154,4.5
PRD-7792EC01,TrailForge,Outerwear,Vests,Crestview,Outerwear,Crestview TerraPrime Vest,Crestview TerraPrime Vest engineered for casual/urban on city/commute in any conditions. Built with Down/Nylon and weather resistant protection; insulation: insulated.,Unisex,Down/Nylon,All-season,Crimson,Casual/Urban,Any,City/Commute,Weather Resistant,Insulated,"XS,S,M,L,XL,XXL",120,4.9
PRD-499852A6,NorthPeak,Outerwear,Vests,Crestview,Outerwear,Crestview TerraGTX Vest,Crestview TerraGTX Vest engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Synthetic/Nylon and weather resistant protection; insulation: insulated.,Women,Synthetic/Nylon,All-season,Black,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Weather Resistant,Insulated,"XS,S,M,L,XL",113,4.8
PRD-4014F3B6,AlpineCo,Outerwear,Vests,Crestview,Outerwear,Crestview GlacierGrid Vest,Crestview GlacierGrid Vest engineered for backpacking on mixed trails in variable conditions. Built with Synthetic/Nylon and weather resistant protection; insulation: insulated.,Unisex,Synthetic/Nylon,All-season,Sand,Backpacking,Variable,Mixed Trails,Weather Resistant,Insulated,"XS,S,M,L,XL,XXL",136,4.8
PRD-60CD1E4E,TrailForge,Outerwear,Vests,Crestview,Outerwear,Crestview RidgePro Vest,Crestview RidgePro Vest engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Synthetic/Nylon and weather resistant protection; insulation: insulated.,Men,Synthetic/Nylon,All-season,Charcoal,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Weather Resistant,Insulated,"S,M,L,XL,XXL",91,4.8
PRD-31358BA7,NorthPeak,Outerwear,Down Jackets,Omni-Heat Core,Outerwear,Omni-Heat Core AtlasLite Down Jacket,Omni-Heat Core AtlasLite Down Jacket engineered for casual/urban on city/commute in any conditions. Built with Down/Ripstop Nylon and weather resistant protection; insulation: insulated.,Men,Down/Ripstop Nylon,Winter,Forest,Casual/Urban,Any,City/Commute,Weather Resistant,Insulated,"S,M,L,XL,XXL",243,4.7
PRD-32D9392F,AlpineCo,Outerwear,Down Jackets,Omni-Heat Core,Outerwear,Omni-Heat Core SierraGTX Down Jacket,Omni-Heat Core SierraGTX Down Jacket engineered for skiing on snow/mountain in cold/wet conditions. Built with Down/Ripstop Nylon and weather resistant protection; insulation: insulated.,Women,Down/Ripstop Nylon,Winter,Navy,Skiing,Cold/Wet,Snow/Mountain,Weather Resistant,Insulated,"XS,S,M,L,XL",402,4.6
PRD-C752C244,TrailForge,Outerwear,Down Jackets,Omni-Heat Core,Outerwear,Omni-Heat Core VenturePro Down Jacket,Omni-Heat Core VenturePro Down Jacket engineered for casual/urban on city/commute in any conditions. Built with Down/Ripstop Nylon and weather resistant protection; insulation: insulated.,Women,Down/Ripstop Nylon,Winter,Teal,Casual/Urban,Any,City/Commute,Weather Resistant,Insulated,"XS,S,M,L,XL",352,4.6
PRD-4F7BF993,NorthPeak,Outerwear,Down Jackets,Omni-Heat Core,Outerwear,Omni-Heat Core StormPro Down Jacket,Omni-Heat Core StormPro Down Jacket engineered for casual/urban on city/commute in any conditions. Built with Down/Ripstop Nylon and weather resistant protection; insulation: insulated.,Unisex,Down/Ripstop Nylon,Winter,Teal,Casual/Urban,Any,City/Commute,Weather Resistant,Insulated,"XS,S,M,L,XL,XXL",425,4.9
PRD-9E35CF1C,AlpineCo,Outerwear,Fleece,Omni-Heat Core,Outerwear,Omni-Heat Core AeroGrid Fleece,Omni-Heat Core AeroGrid Fleece engineered for backpacking on mixed trails in variable conditions. Built with Polyester Fleece and none/dwr protection; insulation: fleece.,Women,Polyester Fleece,All-season,Navy,Backpacking,Variable,Mixed Trails,None/DWR,Fleece,"XS,S,M,L,XL",79,4.3
PRD-9DD5919D,TrailForge,Outerwear,Fleece,Omni-Heat Core,Outerwear,Omni-Heat Core AuroraX Fleece,Omni-Heat Core AuroraX Fleece engineered for backpacking on mixed trails in variable conditions. Built with Polyester Fleece and none/dwr protection; insulation: fleece.,Men,Polyester Fleece,All-season,Stone,Backpacking,Variable,Mixed Trails,None/DWR,Fleece,"S,M,L,XL,XXL",84,4.5
PRD-095CBF7F,NorthPeak,Outerwear,Parkas,Snowline Pro,Outerwear,Snowline Pro SierraFlex Parka,Snowline Pro SierraFlex Parka engineered for casual/urban on city/commute in any conditions. Built with Down/Polyester and weather resistant protection; insulation: insulated.,Unisex,Down/Polyester,Winter,Navy,Casual/Urban,Any,City/Commute,Weather Resistant,Insulated,"XS,S,M,L,XL,XXL",775,4.8
PRD-0FDB4C0F,AlpineCo,Outerwear,Parkas,Snowline Pro,Outerwear,Snowline Pro HorizonPro Parka,Snowline Pro HorizonPro Parka engineered for casual/urban on city/commute in any conditions. Built with Down/Polyester and weather resistant protection; insulation: insulated.,Men,Down/Polyester,Winter,Sky,Casual/Urban,Any,City/Commute,Weather Resistant,Insulated,"S,M,L,XL,XXL",365,4.3
PRD-3628E9F5,TrailForge,Outerwear,Parkas,Snowline Pro,Outerwear,Snowline Pro CascadePrime Parka,Snowline Pro CascadePrime Parka engineered for skiing on snow/mountain in cold/wet conditions. Built with Down/Nylon and weather resistant protection; insulation: insulated.,Men,Down/Nylon,Winter,Moss,Skiing,Cold/Wet,Snow/Mountain,Weather Resistant,Insulated,"S,M,L,XL,XXL",560,4.8
PRD-DA6F4CDE,NorthPeak,Outerwear,Parkas,Snowline Pro,Outerwear,Snowline Pro VentureFlex Parka,Snowline Pro VentureFlex Parka engineered for snowboarding on snow/mountain in cold/wet conditions. Built with Synthetic/Nylon and weather resistant protection; insulation: insulated.,Women,Synthetic/Nylon,Winter,Sand,Snowboarding,Cold/Wet,Snow/Mountain,Weather Resistant,Insulated,"XS,S,M,L,XL",686,4.5
PRD-42830A38,AlpineCo,Outerwear,Parkas,Snowline Pro,Outerwear,Snowline Pro PioneerLite Parka,Snowline Pro PioneerLite Parka engineered for skiing on snow/mountain in cold/wet conditions. Built with Down/Nylon and weather resistant protection; insulation: insulated.,Women,Down/Nylon,Winter,Charcoal,Skiing,Cold/Wet,Snow/Mountain,Weather Resistant,Insulated,"XS,S,M,L,XL",427,4.7
PRD-26AD2925,TrailForge,Outerwear,Fleece,Snowline Pro,Outerwear,Snowline Pro CascadeCore Fleece,Snowline Pro CascadeCore Fleece engineered for casual/urban on city/commute in any conditions. Built with Recycled Fleece and none/dwr protection; insulation: fleece.,Unisex,Recycled Fleece,All-season,Crimson,Casual/Urban,Any,City/Commute,None/DWR,Fleece,"XS,S,M,L,XL,XXL",113,4.7
PRD-49D723C0,NorthPeak,Outerwear,Lightweight Jackets,Peak Trail,Outerwear,Peak Trail RidgeShield Lightweight Jacket,Peak Trail RidgeShield Lightweight Jacket engineered for summer hiking on dry trails in warm/dry conditions. Built with Nylon and none/dwr protection; insulation: none.,Women,Nylon,All-season,Taupe,Summer Hiking,Warm/Dry,Dry Trails,None/DWR,None,"XS,S,M,L,XL",184,4.6
PRD-1BC94541,AlpineCo,Outerwear,Lightweight Jackets,Peak Trail,Outerwear,Peak Trail AuroraCore Lightweight Jacket,Peak Trail AuroraCore Lightweight Jacket engineered for camping on campsite/trails in mild/variable conditions. Built with Nylon and none/dwr protection; insulation: none.,Men,Nylon,All-season,Taupe,Camping,Mild/Variable,Campsite/Trails,None/DWR,None,"S,M,L,XL,XXL",193,4.4
PRD-DD3A48B7,TrailForge,Outerwear,Lightweight Jackets,Peak Trail,Outerwear,Peak Trail HorizonPro Lightweight Jacket,Peak Trail HorizonPro Lightweight Jacket engineered for travel on airport/city in variable conditions. Built with Polyester and none/dwr protection; insulation: none.,Unisex,Polyester,All-season,Cobalt,Travel,Variable,Airport/City,None/DWR,None,"XS,S,M,L,XL,XXL",206,4.5
PRD-9A489D87,NorthPeak,Outerwear,Lightweight Jackets,Peak Trail,Outerwear,Peak Trail FrontierGTX Lightweight Jacket,Peak Trail FrontierGTX Lightweight Jacket engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Polyester and none/dwr protection; insulation: none.,Unisex,Polyester,All-season,Olive,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,None,"XS,S,M,L,XL,XXL",115,4.5
PRD-DE2C87E4,AlpineCo,Outerwear,Fleece,Peak Trail,Outerwear,Peak Trail GlacierGrid Fleece,Peak Trail GlacierGrid Fleece engineered for backpacking on mixed trails in variable conditions. Built with Recycled Fleece and none/dwr protection; insulation: fleece.,Unisex,Recycled Fleece,All-season,Sand,Backpacking,Variable,Mixed Trails,None/DWR,Fleece,"XS,S,M,L,XL,XXL",82,4.8
PRD-15752C5C,TrailForge,Outerwear,Fleece,Peak Trail,Outerwear,Peak Trail VentureLite Fleece,Peak Trail VentureLite Fleece engineered for backpacking on mixed trails in variable conditions. Built with Polyester Fleece and none/dwr protection; insulation: fleece.,Unisex,Polyester Fleece,All-season,Olive,Backpacking,Variable,Mixed Trails,None/DWR,Fleece,"XS,S,M,L,XL,XXL",124,4.7
PRD-410079F0,NorthPeak,Outerwear,Raincoats/Shell Jackets,Stormshell 3L,Outerwear,Stormshell 3L AtlasGrid Raincoats/Shell Jacket,Stormshell 3L AtlasGrid Raincoats/Shell Jacket engineered for fishing on riverbank/boat in cool/wet conditions. Built with 3L Nylon and waterproof protection; insulation: none.,Men,3L Nylon,All-season,Taupe,Fishing,Cool/Wet,Riverbank/Boat,Waterproof,None,"S,M,L,XL,XXL",448,4.5
PRD-BF086BF3,AlpineCo,Outerwear,Raincoats/Shell Jackets,Stormshell 3L,Outerwear,Stormshell 3L VentureFlex Raincoats/Shell Jacket,Stormshell 3L VentureFlex Raincoats/Shell Jacket engineered for travel on airport/city in variable conditions. Built with 3L Nylon and waterproof protection; insulation: none.,Women,3L Nylon,All-season,Plum,Travel,Variable,Airport/City,Waterproof,None,"XS,S,M,L,XL",426,4.3
PRD-94EE044F,TrailForge,Outerwear,Raincoats/Shell Jackets,Stormshell 3L,Outerwear,Stormshell 3L FrontierPro Raincoats/Shell Jacket,Stormshell 3L FrontierPro Raincoats/Shell Jacket engineered for fishing on riverbank/boat in cool/wet conditions. Built with 3L Nylon and waterproof protection; insulation: none.,Men,3L Nylon,All-season,Plum,Fishing,Cool/Wet,Riverbank/Boat,Waterproof,None,"S,M,L,XL,XXL",200,4.3
PRD-B90ED309,NorthPeak,Outerwear,Raincoats/Shell Jackets,Stormshell 3L,Outerwear,Stormshell 3L CascadeFlex Raincoats/Shell Jacket,Stormshell 3L CascadeFlex Raincoats/Shell Jacket engineered for fishing on riverbank/boat in cool/wet conditions. Built with 3L Nylon and waterproof protection; insulation: none.,Unisex,3L Nylon,All-season,Cobalt,Fishing,Cool/Wet,Riverbank/Boat,Waterproof,None,"XS,S,M,L,XL,XXL",307,4.6
PRD-ECB14F89,AlpineCo,Outerwear,Raincoats/Shell Jackets,Stormshell 3L,Outerwear,Stormshell 3L CascadeGrid Raincoats/Shell Jacket,Stormshell 3L CascadeGrid Raincoats/Shell Jacket engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with 3L Nylon and waterproof protection; insulation: none.,Unisex,3L Nylon,All-season,Cinder,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Waterproof,None,"XS,S,M,L,XL,XXL",259,4.4
PRD-A88E63B2,TrailForge,Outerwear,Raincoats/Shell Jackets,Stormshell 3L,Outerwear,Stormshell 3L AuroraGrid Raincoats/Shell Jacket,Stormshell 3L AuroraGrid Raincoats/Shell Jacket engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Gore-Tex and waterproof protection; insulation: none.,Unisex,Gore-Tex,All-season,Forest,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Waterproof,None,"XS,S,M,L,XL,XXL",421,4.5
PRD-BDE77F13,NorthPeak,Outerwear,Fleece,Glacier Bay,Outerwear,Glacier Bay PioneerFlex Fleece,Glacier Bay PioneerFlex Fleece engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Recycled Fleece and none/dwr protection; insulation: fleece.,Men,Recycled Fleece,All-season,Plum,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,Fleece,"S,M,L,XL,XXL",116,4.5
PRD-B5ED0641,AlpineCo,Outerwear,Fleece,Glacier Bay,Outerwear,Glacier Bay SummitThermo Fleece,Glacier Bay SummitThermo Fleece engineered for casual/urban on city/commute in any conditions. Built with Recycled Fleece and none/dwr protection; insulation: fleece.,Men,Recycled Fleece,All-season,Cobalt,Casual/Urban,Any,City/Commute,None/DWR,Fleece,"S,M,L,XL,XXL",90,4.9
PRD-4B4FD0D6,TrailForge,Outerwear,Fleece,Glacier Bay,Outerwear,Glacier Bay FrontierPrime Fleece,Glacier Bay FrontierPrime Fleece engineered for casual/urban on city/commute in any conditions. Built with Recycled Fleece and none/dwr protection; insulation: fleece.,Unisex,Recycled Fleece,All-season,Sand,Casual/Urban,Any,City/Commute,None/DWR,Fleece,"XS,S,M,L,XL,XXL",89,4.2
PRD-3D8A7C60,NorthPeak,Outerwear,Fleece,Glacier Bay,Outerwear,Glacier Bay PioneerGrid Fleece,Glacier Bay PioneerGrid Fleece engineered for backpacking on mixed trails in variable conditions. Built with Polyester Fleece and none/dwr protection; insulation: fleece.,Men,Polyester Fleece,All-season,Forest,Backpacking,Variable,Mixed Trails,None/DWR,Fleece,"S,M,L,XL,XXL",141,4.8
PRD-7F1E09DA,AlpineCo,Outerwear,Fleece,Glacier Bay,Outerwear,Glacier Bay PioneerShield Fleece,Glacier Bay PioneerShield Fleece engineered for casual/urban on city/commute in any conditions. Built with Recycled Fleece and none/dwr protection; insulation: fleece.,Women,Recycled Fleece,All-season,Crimson,Casual/Urban,Any,City/Commute,None/DWR,Fleece,"XS,S,M,L,XL",99,4.7
PRD-E3A6BD43,TrailForge,Outerwear,Fleece,Glacier Bay,Outerwear,Glacier Bay AeroPro Fleece,Glacier Bay AeroPro Fleece engineered for camping on campsite/trails in mild/variable conditions. Built with Polyester Fleece and none/dwr protection; insulation: fleece.,Women,Polyester Fleece,All-season,Crimson,Camping,Mild/Variable,Campsite/Trails,None/DWR,Fleece,"XS,S,M,L,XL",61,4.6
PRD-878ABDA0,NorthPeak,Outerwear,Bombers/Softshell,Everheat Ridge,Outerwear,Everheat Ridge RidgeFlex Bombers/Softshell,Everheat Ridge RidgeFlex Bombers/Softshell engineered for travel on airport/city in variable conditions. Built with Softshell and weather resistant protection; insulation: none.,Unisex,Softshell,All-season,Navy,Travel,Variable,Airport/City,Weather Resistant,None,"XS,S,M,L,XL,XXL",222,4.3
PRD-881543C3,AlpineCo,Outerwear,Bombers/Softshell,Everheat Ridge,Outerwear,Everheat Ridge AeroThermo Bombers/Softshell,Everheat Ridge AeroThermo Bombers/Softshell engineered for travel on airport/city in variable conditions. Built with Softshell and weather resistant protection; insulation: none.,Women,Softshell,All-season,Sky,Travel,Variable,Airport/City,Weather Resistant,None,"XS,S,M,L,XL",182,4.3
PRD-6F2E43DB,TrailForge,Outerwear,Bombers/Softshell,Everheat Ridge,Outerwear,Everheat Ridge StormPrime Bombers/Softshell,Everheat Ridge StormPrime Bombers/Softshell engineered for casual/urban on city/commute in any conditions. Built with Polyester and weather resistant protection; insulation: none.,Men,Polyester,All-season,Charcoal,Casual/Urban,Any,City/Commute,Weather Resistant,None,"S,M,L,XL,XXL",152,4.3
PRD-3D67A4C8,NorthPeak,Outerwear,Bombers/Softshell,Everheat Ridge,Outerwear,Everheat Ridge StormShield Bombers/Softshell,Everheat Ridge StormShield Bombers/Softshell engineered for casual/urban on city/commute in any conditions. Built with Nylon and weather resistant protection; insulation: none.,Men,Nylon,All-season,Moss,Casual/Urban,Any,City/Commute,Weather Resistant,None,"S,M,L,XL,XXL",128,4.5
PRD-5B29B0ED,AlpineCo,Outerwear,Bombers/Softshell,Everheat Ridge,Outerwear,Everheat Ridge PioneerGrid Bombers/Softshell,Everheat Ridge PioneerGrid Bombers/Softshell engineered for travel on airport/city in variable conditions. Built with Softshell and weather resistant protection; insulation: none.,Unisex,Softshell,All-season,Cinder,Travel,Variable,Airport/City,Weather Resistant,None,"XS,S,M,L,XL,XXL",211,4.2
PRD-C43D51A1,TrailForge,Outerwear,Fleece,Everheat Ridge,Outerwear,Everheat Ridge GlacierGTX Fleece,Everheat Ridge GlacierGTX Fleece engineered for backpacking on mixed trails in variable conditions. Built with Recycled Fleece and none/dwr protection; insulation: fleece.,Men,Recycled Fleece,All-season,Moss,Backpacking,Variable,Mixed Trails,None/DWR,Fleece,"S,M,L,XL,XXL",153,4.4
PRD-353D4291,NorthPeak,Outerwear,Fleece,Omni-Shield Trail,Outerwear,Omni-Shield Trail GlacierThermo Fleece,Omni-Shield Trail GlacierThermo Fleece engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Polyester Fleece and none/dwr protection; insulation: fleece.,Women,Polyester Fleece,All-season,Black,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,Fleece,"XS,S,M,L,XL",116,4.5
PRD-D1D9A20E,AlpineCo,Outerwear,Fleece,Omni-Shield Trail,Outerwear,Omni-Shield Trail SummitX Fleece,Omni-Shield Trail SummitX Fleece engineered for casual/urban on city/commute in any conditions. Built with Recycled Fleece and none/dwr protection; insulation: fleece.,Women,Recycled Fleece,All-season,Sky,Casual/Urban,Any,City/Commute,None/DWR,Fleece,"XS,S,M,L,XL",96,4.3
PRD-B7A1C27A,TrailForge,Outerwear,Fleece,Omni-Shield Trail,Outerwear,Omni-Shield Trail HorizonThermo Fleece,Omni-Shield Trail HorizonThermo Fleece engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Polyester Fleece and none/dwr protection; insulation: fleece.,Unisex,Polyester Fleece,All-season,Stone,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,Fleece,"XS,S,M,L,XL,XXL",120,4.8
PRD-CEB0EC12,NorthPeak,Outerwear,Fleece,Omni-Shield Trail,Outerwear,Omni-Shield Trail StormX Fleece,Omni-Shield Trail StormX Fleece engineered for camping on campsite/trails in mild/variable conditions. Built with Recycled Fleece and none/dwr protection; insulation: fleece.,Men,Recycled Fleece,All-season,Moss,Camping,Mild/Variable,Campsite/Trails,None/DWR,Fleece,"S,M,L,XL,XXL",99,4.8
PRD-808BF8EB,AlpineCo,Outerwear,Fleece,Omni-Shield Trail,Outerwear,Omni-Shield Trail AeroGrid Fleece,Omni-Shield Trail AeroGrid Fleece engineered for casual/urban on city/commute in any conditions. Built with Recycled Fleece and none/dwr protection; insulation: fleece.,Men,Recycled Fleece,All-season,Cinder,Casual/Urban,Any,City/Commute,None/DWR,Fleece,"S,M,L,XL,XXL",140,4.5
PRD-D89388D8,TrailForge,Outerwear,Fleece,Omni-Shield Trail,Outerwear,Omni-Shield Trail RidgeGTX Fleece,Omni-Shield Trail RidgeGTX Fleece engineered for backpacking on mixed trails in variable conditions. Built with Polyester Fleece and none/dwr protection; insulation: fleece.,Women,Polyester Fleece,All-season,Moss,Backpacking,Variable,Mixed Trails,None/DWR,Fleece,"XS,S,M,L,XL",119,4.9
PRD-7186A723,NorthPeak,Apparel/Sportswear,Shirts,Silver Ridge,Apparel/Sportswear,Silver Ridge SierraThermo Shirt,Silver Ridge SierraThermo Shirt engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Merino Blend and none/dwr protection; insulation: none.,Unisex,Merino Blend,All-season,Charcoal,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,None,"XS,S,M,L,XL,XXL",84,4.2
PRD-B03E6531,AlpineCo,Apparel/Sportswear,Pants,Silver Ridge,Apparel/Sportswear,Silver Ridge RidgePrime Pants,Silver Ridge RidgePrime Pants engineered for fishing on riverbank/boat in cool/wet conditions. Built with Softshell and water resistant protection; insulation: none.,Unisex,Softshell,All-season,Stone,Fishing,Cool/Wet,Riverbank/Boat,Water resistant,None,"XS,S,M,L,XL,XXL",110,4.7
PRD-90797A17,TrailForge,Apparel/Sportswear,Shirts,Silver Ridge,Apparel/Sportswear,Silver Ridge EvergreenPrime Shirt,Silver Ridge EvergreenPrime Shirt engineered for casual/urban on city/commute in any conditions. Built with Recycled Polyester and none/dwr protection; insulation: none.,Men,Recycled Polyester,All-season,Cobalt,Casual/Urban,Any,City/Commute,None/DWR,None,"S,M,L,XL,XXL",82,4.9
PRD-BBEA2EB4,NorthPeak,Apparel/Sportswear,Pants,Silver Ridge,Apparel/Sportswear,Silver Ridge RidgePrime Pants,Silver Ridge RidgePrime Pants engineered for fishing on riverbank/boat in cool/wet conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Unisex,Nylon/Elastane,All-season,Cinder,Fishing,Cool/Wet,Riverbank/Boat,Water resistant,None,"XS,S,M,L,XL,XXL",168,4.6
PRD-D61DA077,AlpineCo,Apparel/Sportswear,Shirts,Silver Ridge,Apparel/Sportswear,Silver Ridge CascadeThermo Shirt,Silver Ridge CascadeThermo Shirt engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Nylon and none/dwr protection; insulation: none.,Men,Nylon,All-season,Olive,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,None,"S,M,L,XL,XXL",86,4.4
PRD-9BA0C6A8,TrailForge,Apparel/Sportswear,Pants,Silver Ridge,Apparel/Sportswear,Silver Ridge CascadeGrid Pants,Silver Ridge CascadeGrid Pants engineered for skiing on snow/mountain in cold/wet conditions. Built with Softshell and water resistant protection; insulation: none.,Men,Softshell,Winter,Stone,Skiing,Cold/Wet,Snow/Mountain,Water resistant,None,"S,M,L,XL,XXL",184,4.3
PRD-1C0D6D1D,NorthPeak,Apparel/Sportswear,Shirts,Silver Ridge,Apparel/Sportswear,Silver Ridge VentureCore Shirt,Silver Ridge VentureCore Shirt engineered for summer hiking on dry trails in warm/dry conditions. Built with Recycled Polyester and none/dwr protection; insulation: none.,Men,Recycled Polyester,All-season,Taupe,Summer Hiking,Warm/Dry,Dry Trails,None/DWR,None,"S,M,L,XL,XXL",84,4.3
PRD-E8CA5E71,AlpineCo,Apparel/Sportswear,Shirts,Trail Shaper,Apparel/Sportswear,Trail Shaper SummitShield Shirt,Trail Shaper SummitShield Shirt engineered for summer hiking on dry trails in warm/dry conditions. Built with Recycled Polyester and none/dwr protection; insulation: none.,Women,Recycled Polyester,All-season,Stone,Summer Hiking,Warm/Dry,Dry Trails,None/DWR,None,"XS,S,M,L,XL",77,4.8
PRD-CBEB1445,TrailForge,Apparel/Sportswear,Shirts,Trail Shaper,Apparel/Sportswear,Trail Shaper SummitLite Shirt,Trail Shaper SummitLite Shirt engineered for trail running on mixed trails in warm/variable conditions. Built with Recycled Polyester and none/dwr protection; insulation: none.,Women,Recycled Polyester,All-season,Plum,Trail Running,Warm/Variable,Mixed Trails,None/DWR,None,"XS,S,M,L,XL",48,4.3
PRD-706A789C,NorthPeak,Apparel/Sportswear,Shirts,Trail Shaper,Apparel/Sportswear,Trail Shaper RidgeShield Shirt,Trail Shaper RidgeShield Shirt engineered for trail running on mixed trails in warm/variable conditions. Built with Recycled Polyester and none/dwr protection; insulation: none.,Women,Recycled Polyester,All-season,Stone,Trail Running,Warm/Variable,Mixed Trails,None/DWR,None,"XS,S,M,L,XL",77,4.4
PRD-74BD55B1,AlpineCo,Apparel/Sportswear,Shirts,Trail Shaper,Apparel/Sportswear,Trail Shaper RidgeShield Shirt,Trail Shaper RidgeShield Shirt engineered for summer hiking on dry trails in warm/dry conditions. Built with Recycled Polyester and none/dwr protection; insulation: none.,Men,Recycled Polyester,All-season,Olive,Summer Hiking,Warm/Dry,Dry Trails,None/DWR,None,"S,M,L,XL,XXL",63,4.7
PRD-D67B9A89,TrailForge,Apparel/Sportswear,Shirts,Trail Shaper,Apparel/Sportswear,Trail Shaper StormFlex Shirt,Trail Shaper StormFlex Shirt engineered for casual/urban on city/commute in any conditions. Built with Recycled Polyester and none/dwr protection; insulation: none.,Unisex,Recycled Polyester,All-season,Teal,Casual/Urban,Any,City/Commute,None/DWR,None,"XS,S,M,L,XL,XXL",62,4.5
